91,1.0,1.0,1.0
92,0.0909,0.1,0.0952
93,1.0,1.0,1.0
94,1.0,1.0,1.0
95,0.0909,0.1,0.0952
33,1.0,1.0,1.0
32,1.0,1.0,1.0
34,1.0,1.0,1.0
35,1.0,1.0,1.0
31,1.0,1.0,1.0
36,1.0,1.0,1.0
37,1.0,1.0,1.0
38,1.0,1.0,1.0
39,1.0,1.0,1.0
40,1.0,1.0,1.0
41,0.0909,0.1,0.0952
42,1.0,1.0,1.0
43,1.0,1.0,1.0
44,1.0,1.0,1.0
45,1.0,1.0,1.0
46,1.0,1.0,1.0
47,1.0,1.0,1.0
48,1.0,1.0,1.0
49,1.0,1.0,1.0
50,1.0,1.0,1.0
51,1.0,1.0,1.0
52,1.0,1.0,1.0
53,0.0909,0.1,0.0952
54,1.0,1.0,1.0
55,1.0,1.0,1.0
56,1.0,1.0,1.0
57,0.9091,1.0,0.9524
58,1.0,1.0,1.0
59,1.0,1.0,1.0
60,1.0,1.0,1.0
61,1.0,1.0,1.0
62,1.0,1.0,1.0
63,1.0,1.0,1.0
64,1.0,1.0,1.0
65,1.0,1.0,1.0
67,1.0,1.0,1.0
68,1.0,1.0,1.0
69,1.0,1.0,1.0
66,1.0,1.0,1.0
70,1.0,1.0,1.0
1,1.0,1.0,1.0
2,0.0909,0.1,0.0952
3,1.0,1.0,1.0
4,1.0,1.0,1.0
5,1.0,1.0,1.0
6,1.0,1.0,1.0
7,1.0,1.0,1.0
8,1.0,1.0,1.0
9,1.0,1.0,1.0
10,1.0,1.0,1.0
98,1.0,1.0,1.0
72,1.0,1.0,1.0
96,0.0909,0.1,0.0952
89,1.0,1.0,1.0
13,0.0769,0.1,0.087
97,1.0,1.0,1.0
23,0.0909,0.1,0.0952
87,1.0,1.0,1.0
79,0.0909,0.1,0.0952
17,1.0,1.0,1.0
78,1.0,1.0,1.0
27,1.0,1.0,1.0
76,0.9091,1.0,0.9524
77,1.0,1.0,1.0
16,1.0,1.0,1.0
88,0.0909,0.1,0.0952
29,0.0909,0.1,0.0952
85,0.3333,0.1,0.1538
90,1.0,1.0,1.0
83,1.0,1.0,1.0
18,1.0,1.0,1.0
15,1.0,1.0,1.0
26,1.0,1.0,1.0
25,1.0,1.0,1.0
21,1.0,1.0,1.0
22,1.0,1.0,1.0
24,0.0909,0.1,0.0952
99,1.0,1.0,1.0
100,0.9091,1.0,0.9524
71,1.0,1.0,1.0
73,1.0,1.0,1.0
75,1.0,1.0,1.0
74,0.0909,0.1,0.0952
80,1.0,1.0,1.0
82,1.0,1.0,1.0
81,0.0909,0.1,0.0952
84,1.0,1.0,1.0
86,1.0,1.0,1.0
12,1.0,1.0,1.0
11,1.0,1.0,1.0
14,1.0,1.0,1.0
19,1.0,1.0,1.0
20,0.0909,0.1,0.0952
28,0.0909,0.1,0.0952
30,1.0,1.0,1.0
91,1.0,1.0,1.0
6,1.0,1.0,1.0
92,0.0909,0.1,0.0952
7,1.0,1.0,1.0
93,1.0,1.0,1.0
8,1.0,1.0,1.0
94,1.0,1.0,1.0
9,1.0,1.0,1.0
95,0.0909,0.1,0.0952
10,1.0,1.0,1.0
33,1.0,1.0,1.0
98,1.0,1.0,1.0
32,1.0,1.0,1.0
34,1.0,1.0,1.0
35,1.0,1.0,1.0
31,1.0,1.0,1.0
36,1.0,1.0,1.0
37,1.0,1.0,1.0
38,1.0,1.0,1.0
39,1.0,1.0,1.0
40,1.0,1.0,1.0
41,0.0909,0.1,0.0952
42,1.0,1.0,1.0
43,1.0,1.0,1.0
44,1.0,1.0,1.0
45,1.0,1.0,1.0
46,1.0,1.0,1.0
47,1.0,1.0,1.0
48,1.0,1.0,1.0
49,1.0,1.0,1.0
50,1.0,1.0,1.0
51,1.0,1.0,1.0
52,1.0,1.0,1.0
53,0.0909,0.1,0.0952
54,1.0,1.0,1.0
55,1.0,1.0,1.0
56,1.0,1.0,1.0
57,0.9091,1.0,0.9524
58,1.0,1.0,1.0
59,1.0,1.0,1.0
60,1.0,1.0,1.0
61,1.0,1.0,1.0
62,1.0,1.0,1.0
63,1.0,1.0,1.0
64,1.0,1.0,1.0
65,1.0,1.0,1.0
67,1.0,1.0,1.0
68,1.0,1.0,1.0
69,1.0,1.0,1.0
66,1.0,1.0,1.0
70,1.0,1.0,1.0
1,1.0,1.0,1.0
2,0.0909,0.1,0.0952
3,1.0,1.0,1.0
4,1.0,1.0,1.0
5,1.0,1.0,1.0
72,1.0,1.0,1.0
