1,18,8
1,18,11
1,18,13
1,18,15
1,18,18
1,19,2
1,19,3
1,19,5
1,19,7
1,19,8
1,19,9
1,19,10
1,19,11
1,19,12
1,19,14
1,19,16
1,19,17
1,20,1
1,20,3
1,20,6
1,20,7
1,20,8
1,20,9
1,20,12
1,20,13
1,20,17
1,21,2
1,21,5
1,21,9
1,21,10
1,21,11
1,21,16
1,21,17
1,21,18
1,21,21
1,22,1
1,22,3
1,22,4
1,22,5
1,22,6
1,22,7
1,22,11
1,22,15
1,22,16
1,22,20
1,22,21
1,23,2
1,23,3
1,23,5
1,23,8
1,23,11
1,23,12
1,23,13
1,23,14
1,23,16
1,23,19
1,23,20
1,23,21
1,92,91
1,92,92
1,94,91
1,95,92
1,95,93
1,95,94
1,97,96
1,98,96
1,98,97
1,99,99
1,100,100
1,1,1
1,2,2
1,3,1
1,3,3
1,4,2
1,4,3
1,5,2
1,5,3
1,5,5
1,6,3
1,6,5
1,6,6
1,8,2
1,8,8
1,9,2
1,9,3
1,9,4
1,9,5
1,9,8
1,10,1
1,10,3
1,10,4
1,10,6
1,10,8
1,11,2
1,11,4
1,11,5
1,11,7
1,24,1
1,24,2
1,24,7
1,24,10
1,24,11
1,24,13
1,24,16
1,24,17
1,24,19
1,24,24
1,25,4
1,25,6
1,25,7
1,25,8
1,25,9
1,25,11
1,25,12
1,25,14
1,25,17
1,25,18
1,25,21
1,25,25
1,26,3
1,26,6
1,26,7
1,26,8
1,26,10
1,26,12
1,26,13
1,26,16
1,26,18
1,26,20
1,26,21
1,26,22
1,26,23
1,27,3
1,27,5
1,27,6
1,27,8
1,27,10
1,27,12
1,27,14
1,27,19
1,27,20
1,27,22
1,27,23
1,27,25
1,28,2
1,28,3
1,28,5
1,28,6
1,28,8
1,28,9
1,28,10
1,28,11
1,28,13
1,28,14
1,28,15
1,28,16
1,28,17
1,28,18
1,28,21
1,78,76
1,78,77
1,79,76
1,79,77
1,79,79
1,80,78
1,80,80
1,92,96
1,95,99
1,91,6
1,92,6
1,93,40
1,92,54
1,91,85
1,94,87
1,92,73
1,92,79
1,97,100
1,96,9
1,98,49
1,98,65
1,96,85
1,98,87
1,97,75
1,97,79
1,100,18
1,99,33
1,99,54
1,100,84
1,100,87
1,100,71
1,100,79
1,9,33
1,5,46
1,24,42
1,14,46
1,18,34
1,27,48
1,15,49
1,19,63
1,10,52
1,16,55
1,3,65
1,18,57
1,11,85
1,16,83
1,29,86
1,26,89
1,5,66
1,27,73
1,29,73
1,18,72
1,2,76
1,4,76
1,41,62
1,40,61
1,44,63
1,33,53
1,37,82
1,38,86
1,32,72
1,49,66
1,50,69
1,38,80
1,64,83
1,53,86
1,57,75
1,57,74
1,54,77
1,84,86
1,81,71
1,81,76
1,88,73
1,90,79
1,67,77
1,55,54
1,55,55
1,56,52
1,56,54
1,56,55
1,57,51
1,57,52
1,57,53
1,57,54
1,57,56
1,57,57
1,58,51
1,58,52
1,58,54
1,58,55
1,58,56
1,58,57
1,59,51
1,59,52
1,59,57
1,59,59
1,60,51
1,60,52
1,60,55
1,60,56
1,60,58
1,60,59
1,61,52
1,61,53
