67,0.9091,1.0,0.9524
68,1.0,1.0,1.0
63,0.9091,1.0,0.9524
65,1.0,1.0,1.0
66,1.0,1.0,1.0
69,1.0,1.0,1.0
70,1.0,1.0,1.0
62,0.9091,1.0,0.9524
64,1.0,1.0,1.0
3,1.0,1.0,1.0
1,1.0,1.0,1.0
79,1.0,0.5,0.6667
2,1.0,1.0,1.0
4,1.0,1.0,1.0
5,1.0,1.0,1.0
6,1.0,1.0,1.0
7,1.0,1.0,1.0
8,1.0,1.0,1.0
9,1.0,1.0,1.0
10,1.0,1.0,1.0
94,0.9091,1.0,0.9524
77,1.0,0.5,0.6667
91,1.0,0.2,0.3333
85,1.0,1.0,1.0
100,1.0,0.2,0.3333
15,0.0909,0.1,0.0952
98,0.1667,0.2,0.1818
26,1.0,1.0,1.0
96,0.9091,1.0,0.9524
38,0.0833,0.1,0.0909
23,1.0,1.0,1.0
24,1.0,1.0,1.0
27,1.0,1.0,1.0
25,1.0,1.0,1.0
28,1.0,1.0,1.0
29,1.0,1.0,1.0
21,1.0,1.0,1.0
22,1.0,1.0,1.0
30,1.0,1.0,1.0
31,1.0,1.0,1.0
32,1.0,1.0,1.0
34,1.0,1.0,1.0
35,1.0,1.0,1.0
36,1.0,0.2,0.3333
33,1.0,1.0,1.0
37,1.0,1.0,1.0
39,1.0,1.0,1.0
75,1.0,0.5,0.6667
76,1.0,0.5,0.6667
78,1.0,0.5,0.6667
74,1.0,0.5,0.6667
71,1.0,1.0,1.0
72,1.0,0.5,0.6667
80,1.0,0.5,0.6667
82,1.0,0.4,0.5714
83,1.0,1.0,1.0
81,1.0,1.0,1.0
84,0.2857,0.2,0.2353
93,0.9091,1.0,0.9524
95,0.9091,1.0,0.9524
92,0.9091,1.0,0.9524
97,0.9091,1.0,0.9524
99,0.1667,0.2,0.1818
52,1.0,1.0,1.0
53,1.0,1.0,1.0
51,1.0,1.0,1.0
54,1.0,1.0,1.0
55,1.0,1.0,1.0
57,0.0909,0.1,0.0952
58,1.0,0.2,0.3333
56,1.0,1.0,1.0
59,1.0,1.0,1.0
60,1.0,0.5,0.6667
61,0.9091,1.0,0.9524
40,1.0,1.0,1.0
41,1.0,1.0,1.0
42,1.0,1.0,1.0
43,1.0,1.0,1.0
44,1.0,1.0,1.0
46,1.0,1.0,1.0
45,1.0,1.0,1.0
47,1.0,1.0,1.0
48,1.0,1.0,1.0
49,1.0,1.0,1.0
50,1.0,1.0,1.0
17,1.0,1.0,1.0
14,0.1667,0.2,0.1818
16,1.0,1.0,1.0
18,1.0,1.0,1.0
12,1.0,1.0,1.0
13,1.0,1.0,1.0
19,1.0,1.0,1.0
11,1.0,1.0,1.0
20,1.0,1.0,1.0
86,0.0909,0.1,0.0952
87,1.0,0.4,0.5714
88,1.0,1.0,1.0
89,1.0,1.0,1.0
90,1.0,1.0,1.0
73,1.0,0.2,0.3333
67,0.9091,1.0,0.9524
68,1.0,1.0,1.0
63,0.9091,1.0,0.9524
65,1.0,1.0,1.0
66,1.0,1.0,1.0
69,1.0,1.0,1.0
70,1.0,1.0,1.0
62,0.9091,1.0,0.9524
64,1.0,1.0,1.0
3,1.0,1.0,1.0
1,1.0,1.0,1.0
2,1.0,1.0,1.0
4,1.0,1.0,1.0
5,1.0,1.0,1.0
6,1.0,1.0,1.0
79,1.0,0.5,0.6667
7,1.0,1.0,1.0
71,1.0,1.0,1.0
8,1.0,1.0,1.0
72,1.0,0.5,0.6667
9,1.0,1.0,1.0
80,1.0,0.5,0.6667
10,1.0,1.0,1.0
82,1.0,0.4,0.5714
94,0.9091,1.0,0.9524
83,1.0,1.0,1.0
77,1.0,0.5,0.6667
81,1.0,1.0,1.0
91,1.0,0.2,0.3333
84,0.2857,0.2,0.2353
85,1.0,1.0,1.0
93,0.9091,1.0,0.9524
100,1.0,0.2,0.3333
95,0.9091,1.0,0.9524
15,0.0909,0.1,0.0952
92,0.9091,1.0,0.9524
98,0.1667,0.2,0.1818
97,0.9091,1.0,0.9524
26,1.0,1.0,1.0
99,0.1667,0.2,0.1818
96,0.9091,1.0,0.9524
52,1.0,1.0,1.0
38,0.0833,0.1,0.0909
53,1.0,1.0,1.0
23,1.0,1.0,1.0
51,1.0,1.0,1.0
24,1.0,1.0,1.0
54,1.0,1.0,1.0
27,1.0,1.0,1.0
55,1.0,1.0,1.0
25,1.0,1.0,1.0
57,0.0909,0.1,0.0952
28,1.0,1.0,1.0
58,1.0,0.2,0.3333
56,1.0,1.0,1.0
29,1.0,1.0,1.0
21,1.0,1.0,1.0
22,1.0,1.0,1.0
30,1.0,1.0,1.0
31,1.0,1.0,1.0
32,1.0,1.0,1.0
34,1.0,1.0,1.0
35,1.0,1.0,1.0
36,1.0,0.2,0.3333
33,1.0,1.0,1.0
37,1.0,1.0,1.0
39,1.0,1.0,1.0
75,1.0,0.5,0.6667
76,1.0,0.5,0.6667
78,1.0,0.5,0.6667
74,1.0,0.5,0.6667
59,1.0,1.0,1.0
60,1.0,0.5,0.6667
61,0.9091,1.0,0.9524
40,1.0,1.0,1.0
41,1.0,1.0,1.0
42,1.0,1.0,1.0
43,1.0,1.0,1.0
44,1.0,1.0,1.0
46,1.0,1.0,1.0
45,1.0,1.0,1.0
47,1.0,1.0,1.0
48,1.0,1.0,1.0
49,1.0,1.0,1.0
50,1.0,1.0,1.0
17,1.0,1.0,1.0
14,0.1667,0.2,0.1818
16,1.0,1.0,1.0
18,1.0,1.0,1.0
12,1.0,1.0,1.0
13,1.0,1.0,1.0
19,1.0,1.0,1.0
11,1.0,1.0,1.0
20,1.0,1.0,1.0
86,0.0909,0.1,0.0952
87,1.0,0.4,0.5714
88,1.0,1.0,1.0
89,1.0,1.0,1.0
90,1.0,1.0,1.0
73,1.0,0.2,0.3333
67,0.9091,1.0,0.9524
68,1.0,1.0,1.0
63,0.9091,1.0,0.9524
65,1.0,1.0,1.0
66,1.0,1.0,1.0
69,1.0,1.0,1.0
70,1.0,1.0,1.0
62,0.9091,1.0,0.9524
64,1.0,1.0,1.0
3,1.0,1.0,1.0
1,1.0,1.0,1.0
2,1.0,1.0,1.0
4,1.0,1.0,1.0
5,1.0,1.0,1.0
6,1.0,1.0,1.0
7,1.0,1.0,1.0
8,1.0,1.0,1.0
9,1.0,1.0,1.0
10,1.0,1.0,1.0
94,0.9091,1.0,0.9524
77,1.0,0.5,0.6667
91,1.0,0.2,0.3333
85,1.0,1.0,1.0
100,1.0,0.2,0.3333
15,0.0909,0.1,0.0952
98,0.1667,0.2,0.1818
26,1.0,1.0,1.0
96,0.9091,1.0,0.9524
38,0.0833,0.1,0.0909
23,1.0,1.0,1.0
24,1.0,1.0,1.0
27,1.0,1.0,1.0
25,1.0,1.0,1.0
28,1.0,1.0,1.0
29,1.0,1.0,1.0
21,1.0,1.0,1.0
22,1.0,1.0,1.0
30,1.0,1.0,1.0
31,1.0,1.0,1.0
32,1.0,1.0,1.0
34,1.0,1.0,1.0
35,1.0,1.0,1.0
36,1.0,0.2,0.3333
33,1.0,1.0,1.0
37,1.0,1.0,1.0
39,1.0,1.0,1.0
75,1.0,0.5,0.6667
76,1.0,0.5,0.6667
78,1.0,0.5,0.6667
74,1.0,0.5,0.6667
79,1.0,0.5,0.6667
71,1.0,1.0,1.0
72,1.0,0.5,0.6667
80,1.0,0.5,0.6667
82,1.0,0.4,0.5714
83,1.0,1.0,1.0
81,1.0,1.0,1.0
84,0.2857,0.2,0.2353
93,0.9091,1.0,0.9524
95,0.9091,1.0,0.9524
92,0.9091,1.0,0.9524
97,0.9091,1.0,0.9524
99,0.1667,0.2,0.1818
52,1.0,1.0,1.0
53,1.0,1.0,1.0
51,1.0,1.0,1.0
54,1.0,1.0,1.0
55,1.0,1.0,1.0
57,0.0909,0.1,0.0952
58,1.0,0.2,0.3333
56,1.0,1.0,1.0
59,1.0,1.0,1.0
60,1.0,0.5,0.6667
61,0.9091,1.0,0.9524
40,1.0,1.0,1.0
41,1.0,1.0,1.0
42,1.0,1.0,1.0
43,1.0,1.0,1.0
44,1.0,1.0,1.0
46,1.0,1.0,1.0
45,1.0,1.0,1.0
47,1.0,1.0,1.0
48,1.0,1.0,1.0
49,1.0,1.0,1.0
50,1.0,1.0,1.0
17,1.0,1.0,1.0
14,0.1667,0.2,0.1818
16,1.0,1.0,1.0
18,1.0,1.0,1.0
12,1.0,1.0,1.0
13,1.0,1.0,1.0
19,1.0,1.0,1.0
11,1.0,1.0,1.0
20,1.0,1.0,1.0
86,0.0909,0.1,0.0952
87,1.0,0.4,0.5714
88,1.0,1.0,1.0
89,1.0,1.0,1.0
90,1.0,1.0,1.0
73,1.0,0.2,0.3333
67,0.9091,1.0,0.9524
68,1.0,1.0,1.0
